用户ID (User ID),用户行为 (User behaviour),博主ID (Blogger ID),时间 (Time)
U1649,2,B19,2024-07-22 05:29:30
U1649,1,B4,2024-07-22 05:46:10
U1649,3,B4,2024-07-22 05:46:10
U17847,1,B26,2024-07-22 07:05:42
U17847,1,B12,2024-07-22 07:27:28
U17847,2,B12,2024-07-22 07:27:28
U17847,1,B13,2024-07-22 07:28:22
U17847,1,B21,2024-07-22 07:48:17
U17847,2,B21,2024-07-22 07:48:17
U17847,3,B21,2024-07-22 07:48:17
U17847,1,B5,2024-07-22 07:49:40
U17847,1,B4,2024-07-22 07:55:09
U17847,3,B4,2024-07-22 07:55:09
U1654,1,B16,2024-07-22 04:30:50
U1654,3,B16,2024-07-22 04:30:50
U1654,1,B15,2024-07-22 04:32:55
U1654,2,B15,2024-07-22 04:32:55
U1654,1,B60,2024-07-22 04:41:22
U1654,3,B60,2024-07-22 04:41:22
U1654,1,B5,2024-07-22 04:41:58
U1654,2,B5,2024-07-22 04:41:58
U1654,1,B20,2024-07-22 04:46:07
U1654,2,B20,2024-07-22 04:46:07
U1654,1,B18,2024-07-22 04:46:45
U1654,2,B18,2024-07-22 04:46:45
U1654,1,B19,2024-07-22 04:48:27
U1654,2,B19,2024-07-22 04:48:27
U1654,1,B4,2024-07-22 05:00:42
U1654,2,B4,2024-07-22 05:00:42
U1654,1,B34,2024-07-22 05:04:16
U1655,1,B7,2024-07-22 04:41:28
U1655,1,B21,2024-07-22 04:46:48
U1655,3,B21,2024-07-22 04:46:48
U1655,1,B5,2024-07-22 04:49:49
U1655,1,B19,2024-07-22 05:03:34
U1655,2,B19,2024-07-22 05:03:34
U1655,1,B18,2024-07-22 05:04:50
U1655,2,B18,2024-07-22 05:04:50
U1655,1,B20,2024-07-22 05:06:26
U1655,1,B3,2024-07-22 05:15:38
U1655,2,B3,2024-07-22 05:15:38
U1655,1,B13,2024-07-22 05:21:47
U1656,1,B24,2024-07-22 04:31:57
U1656,2,B24,2024-07-22 04:31:57
U1656,1,B21,2024-07-22 04:35:10
U1656,2,B21,2024-07-22 04:35:10
U1656,1,B23,2024-07-22 04:38:12
U1656,2,B23,2024-07-22 04:38:12
U1656,1,B15,2024-07-22 04:50:19
U1656,2,B15,2024-07-22 04:50:19
U1656,1,B26,2024-07-22 05:18:32
U1656,3,B26,2024-07-22 05:18:32
U1656,1,B27,2024-07-22 05:48:36
U1656,3,B27,2024-07-22 05:48:36
U17849,1,B13,2024-07-22 05:00:36
U17849,1,B8,2024-07-22 05:06:09
U17849,2,B8,2024-07-22 05:06:09
U17849,1,B3,2024-07-22 05:07:24
U17849,2,B3,2024-07-22 05:07:24
U17849,1,B5,2024-07-22 05:11:04
U17849,2,B5,2024-07-22 05:11:04
U17849,1,B4,2024-07-22 05:12:16
U17849,1,B76,2024-07-22 05:13:41
U17849,2,B76,2024-07-22 05:13:41
U17849,1,B20,2024-07-22 05:17:12
U17849,1,B12,2024-07-22 06:35:05
U17849,1,B72,2024-07-22 06:35:46
U17849,1,B16,2024-07-22 06:39:14
U17849,2,B16,2024-07-22 06:39:14
U17849,1,B21,2024-07-22 06:40:54
U17849,1,B60,2024-07-22 06:41:13
U17849,1,B5,2024-07-22 06:41:43
U17849,2,B5,2024-07-22 06:41:43
U1659,1,B72,2024-07-22 05:07:49
U1659,1,B15,2024-07-22 05:12:22
U1659,2,B15,2024-07-22 05:12:22
U1659,1,B60,2024-07-22 05:31:58
U1659,2,B60,2024-07-22 05:31:58
U1659,1,B5,2024-07-22 05:32:27
U1659,2,B5,2024-07-22 05:32:27
U1659,1,B20,2024-07-22 05:35:13
U1659,2,B20,2024-07-22 05:35:13
U1659,1,B18,2024-07-22 05:35:37
U1659,1,B19,2024-07-22 05:36:52
U1659,2,B19,2024-07-22 05:36:52
U1659,1,B26,2024-07-22 05:37:51
U1660,1,B3,2024-07-22 07:50:35
U1660,1,B26,2024-07-22 07:57:55
U1660,1,B20,2024-07-22 08:07:37
U1660,2,B20,2024-07-22 08:07:37
U1660,1,B13,2024-07-22 08:22:11
U1660,2,B13,2024-07-22 08:22:11
U1660,1,B15,2024-07-22 08:32:39
U1660,2,B15,2024-07-22 08:32:39
U1660,3,B15,2024-07-22 08:32:39
U1660,1,B21,2024-07-22 08:34:03
U1660,2,B21,2024-07-22 08:34:03
U1660,1,B60,2024-07-22 08:34:41
U1660,1,B5,2024-07-22 08:35:12
U1660,2,B5,2024-07-22 08:35:12
U1660,1,B18,2024-07-22 08:37:43
U1661,1,B3,2024-07-22 04:21:39
U1661,2,B3,2024-07-22 04:21:39
U1661,1,B7,2024-07-22 04:28:04
U1661,2,B7,2024-07-22 04:28:04
U1661,1,B21,2024-07-22 04:40:37
U1661,2,B21,2024-07-22 04:40:37
U1661,3,B21,2024-07-22 04:40:37
U1661,1,B23,2024-07-22 04:43:34
U1661,2,B23,2024-07-22 04:43:34
U1662,1,B60,2024-07-22 04:23:43
U1662,3,B60,2024-07-22 04:23:43
U1662,1,B21,2024-07-22 04:24:05
U1662,2,B21,2024-07-22 04:24:05
U1662,1,B68,2024-07-22 04:58:11
U1662,3,B68,2024-07-22 04:58:11
U1662,1,B4,2024-07-22 05:00:46
U1662,1,B3,2024-07-22 05:10:18
U1662,2,B3,2024-07-22 05:10:18
U1662,1,B27,2024-07-22 05:16:48
U1662,2,B27,2024-07-22 05:16:48
U1662,1,B7,2024-07-22 05:19:14
U1662,2,B7,2024-07-22 05:19:14
U1662,1,B20,2024-07-22 06:00:59
U1662,2,B20,2024-07-22 06:00:59
U1662,1,B18,2024-07-22 06:02:22
U1662,3,B18,2024-07-22 06:02:22
U1662,1,B72,2024-07-22 06:14:48
U1662,2,B72,2024-07-22 06:14:48
U1663,1,B3,2024-07-22 05:09:05
U1663,3,B3,2024-07-22 05:09:05
U1663,1,B13,2024-07-22 05:15:06
U1663,1,B12,2024-07-22 05:44:27
U1663,2,B12,2024-07-22 05:44:27
U1663,3,B12,2024-07-22 05:44:27
U1663,1,B34,2024-07-22 05:55:37
U1663,2,B34,2024-07-22 05:55:37
U1665,1,B8,2024-07-22 05:20:06
U1665,2,B8,2024-07-22 05:20:06
U1665,1,B3,2024-07-22 05:21:47
U1665,2,B3,2024-07-22 05:21:47
U1665,1,B5,2024-07-22 05:23:43
U1665,1,B20,2024-07-22 05:29:03
U1665,3,B20,2024-07-22 05:29:03
U1665,1,B18,2024-07-22 05:29:30
U27601,1,B23,2024-07-22 04:22:38
U27601,1,B5,2024-07-22 04:36:32
U27601,1,B3,2024-07-22 04:39:38
U27601,1,B7,2024-07-22 04:47:25
U27601,2,B7,2024-07-22 04:47:25
U27601,1,B13,2024-07-22 04:49:34
U27601,1,B15,2024-07-22 04:51:30
U27601,1,B24,2024-07-22 05:41:35
U27601,2,B24,2024-07-22 05:41:35
U27601,3,B24,2024-07-22 05:41:35
U27601,1,B6,2024-07-22 06:22:54
U27601,3,B6,2024-07-22 06:22:54
U27601,1,B20,2024-07-22 07:25:38
U27601,2,B20,2024-07-22 07:25:38
U27601,3,B20,2024-07-22 07:25:38
U27601,1,B18,2024-07-22 07:26:28
U27601,2,B18,2024-07-22 07:26:28
U27601,1,B19,2024-07-22 07:28:40
U27601,3,B19,2024-07-22 07:28:40
U27601,1,B26,2024-07-22 07:29:24
U27601,1,B3,2024-07-22 07:46:42
U27601,3,B3,2024-07-22 07:46:42
U27601,1,B60,2024-07-22 08:19:01
U27601,2,B60,2024-07-22 08:19:01
U27601,3,B60,2024-07-22 08:19:01
U27601,1,B21,2024-07-22 08:19:13
U27601,1,B15,2024-07-22 08:20:17
U27601,2,B15,2024-07-22 08:20:17
U27601,1,B72,2024-07-22 08:23:21
U27601,2,B72,2024-07-22 08:23:21
U27601,1,B12,2024-07-22 08:24:08
U1667,1,B26,2024-07-22 07:59:46
U1667,2,B26,2024-07-22 07:59:46
U1667,1,B18,2024-07-22 08:01:48
U1667,1,B5,2024-07-22 08:03:52
U1667,1,B60,2024-07-22 08:06:11
U1667,3,B60,2024-07-22 08:06:11
U1667,1,B21,2024-07-22 08:06:23
U1667,1,B23,2024-07-22 08:08:32
U1671,1,B5,2024-07-22 04:27:32
U1671,2,B5,2024-07-22 04:27:32
U1671,1,B4,2024-07-22 04:28:55
U1671,1,B21,2024-07-22 04:36:13
U1671,3,B21,2024-07-22 04:36:13
U1671,1,B20,2024-07-22 04:49:15
U1671,2,B20,2024-07-22 04:49:15
U1671,1,B18,2024-07-22 04:49:40
U1671,1,B19,2024-07-22 04:51:38
U1671,2,B19,2024-07-22 04:51:38
U1671,1,B26,2024-07-22 04:53:36
U1671,2,B26,2024-07-22 04:53:36
U1671,1,B7,2024-07-22 05:23:58
U1671,3,B7,2024-07-22 05:23:58
U1671,1,B13,2024-07-22 05:25:28
U1671,1,B12,2024-07-22 05:26:34
U1671,1,B72,2024-07-22 05:27:11
U1671,1,B15,2024-07-22 05:44:29
U1671,2,B15,2024-07-22 05:44:29
U1671,3,B15,2024-07-22 05:44:29
U1671,1,B23,2024-07-22 05:49:14
U1671,1,B3,2024-07-22 06:45:57
U1671,1,B21,2024-07-22 07:17:44
U1671,2,B21,2024-07-22 07:17:44
U1671,3,B21,2024-07-22 07:17:44
U1671,1,B7,2024-07-22 07:23:32
U1671,3,B7,2024-07-22 07:23:32
U1671,1,B27,2024-07-22 07:24:46
U1671,2,B27,2024-07-22 07:24:46
U1672,1,B4,2024-07-22 05:37:22
U1672,2,B4,2024-07-22 05:37:22
U1672,1,B5,2024-07-22 05:39:18
U1672,2,B5,2024-07-22 05:39:18
U1672,1,B20,2024-07-22 05:43:15
U1672,2,B20,2024-07-22 05:43:15
U1672,1,B18,2024-07-22 05:44:23
U1672,2,B18,2024-07-22 05:44:23
U1672,1,B19,2024-07-22 05:45:33
U1672,2,B19,2024-07-22 05:45:33
U1672,1,B60,2024-07-22 05:56:22
U1672,2,B60,2024-07-22 05:56:22
U1672,1,B21,2024-07-22 05:56:48
U1672,2,B21,2024-07-22 05:56:48
U1672,1,B15,2024-07-22 05:57:49
U1672,2,B15,2024-07-22 05:57:49
U1672,1,B13,2024-07-22 06:00:38
U1672,2,B13,2024-07-22 06:00:38
U1672,1,B63,2024-07-22 06:14:08
U1672,3,B63,2024-07-22 06:14:08
U17853,1,B60,2024-07-22 04:32:11
U17853,3,B60,2024-07-22 04:32:11
U17853,1,B21,2024-07-22 04:32:37
U17853,2,B21,2024-07-22 04:32:37
U17853,1,B7,2024-07-22 04:51:51
U17853,1,B3,2024-07-22 04:52:37
U17853,1,B15,2024-07-22 04:56:31
U17853,1,B13,2024-07-22 04:59:06
U17853,1,B6,2024-07-22 05:09:12
U17853,2,B6,2024-07-22 05:09:12
U17853,1,B20,2024-07-22 05:16:44
U1675,1,B5,2024-07-22 05:49:14
U1675,2,B5,2024-07-22 05:49:14
U1675,1,B76,2024-07-22 06:02:25
U1675,3,B76,2024-07-22 06:02:25
U1675,1,B34,2024-07-22 06:06:36
U1675,1,B21,2024-07-22 06:08:08
U1675,1,B15,2024-07-22 06:10:12
U1675,3,B15,2024-07-22 06:10:12
U1675,1,B7,2024-07-22 06:24:01
U1675,2,B7,2024-07-22 06:24:01
U1678,1,B5,2024-07-22 04:35:06
U1678,2,B5,2024-07-22 04:35:06
U1678,1,B26,2024-07-22 04:50:01
U1678,2,B26,2024-07-22 04:50:01
U1679,1,B15,2024-07-22 04:59:04
U1679,1,B10,2024-07-22 05:07:05
U1679,2,B10,2024-07-22 05:07:05
U1679,1,B35,2024-07-22 05:10:39
U1679,3,B35,2024-07-22 05:10:39
U1679,1,B18,2024-07-22 06:42:28
U1679,2,B18,2024-07-22 06:42:28
U1679,1,B21,2024-07-22 07:32:25
U1679,1,B5,2024-07-22 07:33:12
U1679,1,B18,2024-07-22 07:35:39
U1679,1,B19,2024-07-22 07:37:55
U1679,3,B19,2024-07-22 07:37:55
U1679,1,B26,2024-07-22 07:38:36
U1680,1,B34,2024-07-22 04:41:32
U1680,2,B34,2024-07-22 04:41:32
U1680,1,B24,2024-07-22 04:42:49
U1680,1,B12,2024-07-22 04:49:42
U1680,2,B12,2024-07-22 04:49:42
U1680,1,B13,2024-07-22 04:54:49
U1680,3,B13,2024-07-22 04:54:49
U1680,1,B15,2024-07-22 04:58:02
U1680,2,B15,2024-07-22 04:58:02
U1680,1,B21,2024-07-22 05:08:26
U1680,2,B21,2024-07-22 05:08:26
U1680,3,B21,2024-07-22 05:08:26
U1680,1,B3,2024-07-22 05:22:40
U1680,3,B3,2024-07-22 05:22:40
U1680,1,B5,2024-07-22 05:25:52
U1680,1,B4,2024-07-22 05:27:07
U1680,1,B76,2024-07-22 05:27:52
U1680,1,B23,2024-07-22 05:31:05
U1680,1,B27,2024-07-22 05:37:37
U1680,1,B20,2024-07-22 06:15:30
U1680,1,B18,2024-07-22 06:16:37
U1680,2,B18,2024-07-22 06:16:37
U1683,1,B20,2024-07-22 04:17:45
U1683,2,B20,2024-07-22 04:17:45
U1683,1,B76,2024-07-22 04:21:27
U1683,1,B4,2024-07-22 04:22:51
U1683,2,B4,2024-07-22 04:22:51
U1683,1,B23,2024-07-22 04:24:09
U1683,1,B60,2024-07-22 06:12:56
U1683,2,B60,2024-07-22 06:12:56
U1683,1,B5,2024-07-22 06:13:22
U1683,2,B5,2024-07-22 06:13:22
U1683,1,B26,2024-07-22 06:20:51
U1683,1,B3,2024-07-22 06:29:01
U1683,2,B3,2024-07-22 06:29:01
U1683,1,B15,2024-07-22 06:39:34
U1683,2,B15,2024-07-22 06:39:34
U1683,1,B72,2024-07-22 06:47:12
U1683,3,B72,2024-07-22 06:47:12
U1683,1,B13,2024-07-22 06:48:16
U1683,1,B21,2024-07-22 07:37:24
U1683,1,B23,2024-07-22 07:38:53
U1683,1,B8,2024-07-22 07:43:52
U1683,1,B5,2024-07-22 07:49:57
U1683,1,B4,2024-07-22 07:51:10
U1683,1,B34,2024-07-22 08:09:32
U1683,3,B34,2024-07-22 08:09:32
U1683,1,B60,2024-07-22 08:11:53
U1684,1,B20,2024-07-22 05:02:38
U1684,1,B76,2024-07-22 05:14:49
U1684,3,B76,2024-07-22 05:14:49
U1684,1,B13,2024-07-22 05:41:15
U1684,3,B13,2024-07-22 05:41:15
U1684,1,B15,2024-07-22 05:43:15
U1684,1,B24,2024-07-22 05:44:50
U1684,1,B34,2024-07-22 05:46:35
U1684,2,B34,2024-07-22 05:46:35
U1684,1,B21,2024-07-22 05:52:41
U1684,2,B21,2024-07-22 05:52:41
U1684,1,B12,2024-07-22 06:06:55
U1684,2,B12,2024-07-22 06:06:55
U1684,1,B20,2024-07-22 07:21:09
U1684,3,B20,2024-07-22 07:21:09
U1684,1,B21,2024-07-22 07:41:23
U1684,3,B21,2024-07-22 07:41:23
U1684,1,B15,2024-07-22 07:42:15
U1684,1,B13,2024-07-22 07:44:43
U1684,1,B26,2024-07-22 08:24:06
U1684,1,B19,2024-07-22 08:27:13
U1684,3,B19,2024-07-22 08:27:13
U1684,1,B18,2024-07-22 08:32:12
U1684,2,B18,2024-07-22 08:32:12
U1684,3,B18,2024-07-22 08:32:12
U1684,1,B5,2024-07-22 08:34:20
U1684,1,B60,2024-07-22 08:34:54
U1685,1,B5,2024-07-22 04:29:15
U1685,1,B60,2024-07-22 04:44:32
U1685,2,B60,2024-07-22 04:44:32
U1685,3,B60,2024-07-22 04:44:32
U1685,1,B21,2024-07-22 04:44:52
U1685,2,B21,2024-07-22 04:44:52
U1685,1,B15,2024-07-22 04:45:55
U1685,2,B15,2024-07-22 04:45:55
U1687,1,B7,2024-07-22 05:26:41
U1687,2,B7,2024-07-22 05:26:41
U1687,3,B7,2024-07-22 05:26:41
U1687,1,B12,2024-07-22 05:50:47
U1687,2,B12,2024-07-22 05:50:47
U1687,3,B12,2024-07-22 05:50:47
U1687,1,B72,2024-07-22 05:51:30
U1687,1,B15,2024-07-22 05:58:32
U1687,3,B15,2024-07-22 05:58:32
U1687,1,B21,2024-07-22 05:59:15
U1687,1,B5,2024-07-22 06:00:43
U1687,1,B10,2024-07-22 06:18:59
U1687,1,B35,2024-07-22 06:21:09
U1687,2,B35,2024-07-22 06:21:09
U1687,1,B10,2024-07-22 06:54:57
U1687,2,B10,2024-07-22 06:54:57
U1687,1,B15,2024-07-22 07:02:16
U1687,2,B15,2024-07-22 07:02:16
U1687,1,B21,2024-07-22 07:02:54
U1687,1,B3,2024-07-22 07:11:27
U1687,2,B3,2024-07-22 07:11:27
U1687,1,B5,2024-07-22 07:13:50
U1687,1,B20,2024-07-22 07:31:16
U1687,2,B20,2024-07-22 07:31:16
U1688,1,B3,2024-07-22 07:09:40
U1688,1,B5,2024-07-22 07:11:35
U1688,1,B4,2024-07-22 07:12:54
U1688,1,B26,2024-07-22 07:38:58
U1688,3,B26,2024-07-22 07:38:58
U1688,1,B20,2024-07-22 07:43:30
U1688,1,B27,2024-07-22 08:04:54
U1688,2,B27,2024-07-22 08:04:54
U1688,1,B8,2024-07-22 08:15:28
U1688,3,B8,2024-07-22 08:15:28
U1691,1,B23,2024-07-22 07:16:28
U1691,1,B34,2024-07-22 07:32:21
U1691,3,B34,2024-07-22 07:32:21
U1691,1,B72,2024-07-22 07:38:09
U1691,1,B12,2024-07-22 07:38:52
U1692,1,B27,2024-07-22 05:35:24
U1692,1,B21,2024-07-22 06:00:28
U1692,2,B21,2024-07-22 06:00:28
U1692,1,B15,2024-07-22 06:01:20
U1692,1,B13,2024-07-22 06:03:33
U1692,1,B60,2024-07-22 06:19:11
U1692,1,B5,2024-07-22 06:19:43
U1692,2,B5,2024-07-22 06:19:43
U1692,1,B20,2024-07-22 06:25:43
U1692,3,B20,2024-07-22 06:25:43
U1692,1,B18,2024-07-22 06:25:59
U1692,1,B19,2024-07-22 06:28:29
U1692,3,B19,2024-07-22 06:28:29
U1692,1,B26,2024-07-22 06:29:23
U1692,1,B26,2024-07-22 08:14:38
U1692,1,B5,2024-07-22 08:20:32
U1692,1,B60,2024-07-22 08:21:36
U1692,2,B60,2024-07-22 08:21:36
U1692,1,B13,2024-07-22 08:48:24
U1692,2,B13,2024-07-22 08:48:24
U1692,3,B13,2024-07-22 08:48:24
U1692,1,B6,2024-07-22 09:12:36
U1692,3,B6,2024-07-22 09:12:36
U1693,1,B18,2024-07-22 04:13:59
U1693,1,B5,2024-07-22 05:02:18
U1693,1,B60,2024-07-22 05:47:37
U1693,1,B21,2024-07-22 05:47:54
U1693,1,B15,2024-07-22 05:49:01
U1693,2,B15,2024-07-22 05:49:01
U1693,1,B13,2024-07-22 05:52:06
U1693,2,B13,2024-07-22 05:52:06
U1693,1,B6,2024-07-22 06:13:15
U1693,3,B6,2024-07-22 06:13:15
U1693,1,B3,2024-07-22 06:14:19
U1693,2,B3,2024-07-22 06:14:19
U1693,1,B26,2024-07-22 06:26:46
U1693,2,B26,2024-07-22 06:26:46
U1693,1,B7,2024-07-22 06:37:33
U1693,2,B7,2024-07-22 06:37:33
U1698,1,B5,2024-07-22 04:38:51
U1698,3,B5,2024-07-22 04:38:51
U1698,1,B3,2024-07-22 04:39:39
U1698,1,B7,2024-07-22 04:43:30
U1698,1,B13,2024-07-22 04:44:55
U1698,1,B45,2024-07-22 04:54:34
U1698,3,B45,2024-07-22 04:54:34
U1698,1,B59,2024-07-22 04:55:44
U1698,2,B59,2024-07-22 04:55:44
U1698,1,B44,2024-07-22 04:56:12
U1698,1,B23,2024-07-22 05:12:14
U1698,3,B23,2024-07-22 05:12:14
U1698,1,B4,2024-07-22 05:13:38
U1698,1,B76,2024-07-22 05:14:31
U1698,2,B76,2024-07-22 05:14:31
U1698,1,B20,2024-07-22 05:18:12
U1698,1,B15,2024-07-22 05:37:15
U1698,3,B15,2024-07-22 05:37:15
U1699,1,B18,2024-07-22 05:14:22
U1699,1,B19,2024-07-22 05:16:18
U1699,2,B19,2024-07-22 05:16:18
U1699,1,B3,2024-07-22 05:38:46
U1699,3,B3,2024-07-22 05:38:46
U1699,1,B4,2024-07-22 05:54:05
U1699,2,B4,2024-07-22 05:54:05
U1699,1,B34,2024-07-22 06:00:31
U1699,2,B34,2024-07-22 06:00:31
U1699,1,B13,2024-07-22 06:06:35
U1699,1,B72,2024-07-22 06:31:42
U1699,1,B15,2024-07-22 06:47:11
U1699,2,B15,2024-07-22 06:47:11
U1699,3,B15,2024-07-22 06:47:11
U17858,1,B13,2024-07-22 06:00:36
U17858,1,B8,2024-07-22 06:04:21
U17858,2,B8,2024-07-22 06:04:21
U17858,1,B5,2024-07-22 06:10:13
U1701,1,B5,2024-07-22 05:19:47
U1701,2,B5,2024-07-22 05:19:47
U1701,1,B60,2024-07-22 05:21:05
U1701,2,B60,2024-07-22 05:21:05
U1701,1,B21,2024-07-22 05:21:30
U1701,2,B21,2024-07-22 05:21:30
U1701,1,B15,2024-07-22 05:22:24
U1701,1,B72,2024-07-22 05:25:14
U1701,1,B45,2024-07-22 05:45:36
U1701,2,B45,2024-07-22 05:45:36
U1701,3,B45,2024-07-22 05:45:36
U1701,1,B13,2024-07-22 05:51:04
U1701,2,B13,2024-07-22 05:51:04
U1701,1,B20,2024-07-22 06:23:23
U1701,1,B18,2024-07-22 06:24:04
U1701,2,B18,2024-07-22 06:24:04
U1701,1,B19,2024-07-22 06:25:03
U1701,1,B26,2024-07-22 06:30:56
U1701,2,B26,2024-07-22 06:30:56
U1701,3,B26,2024-07-22 06:30:56
U1701,1,B6,2024-07-22 06:55:36
U1701,3,B6,2024-07-22 06:55:36
U1701,1,B27,2024-07-22 07:10:39
U1701,2,B27,2024-07-22 07:10:39
U1702,1,B16,2024-07-22 05:13:11
U1702,1,B15,2024-07-22 05:33:30
U1702,2,B15,2024-07-22 05:33:30
U1702,3,B15,2024-07-22 05:33:30
U1702,1,B13,2024-07-22 05:36:40
U1702,2,B13,2024-07-22 05:36:40
U1702,1,B22,2024-07-22 05:57:37
U1702,2,B22,2024-07-22 05:57:37
U1704,1,B27,2024-07-22 04:16:52
U1704,3,B27,2024-07-22 04:16:52
U1704,1,B13,2024-07-22 04:20:49
U1704,1,B63,2024-07-22 04:33:05
U1704,3,B63,2024-07-22 04:33:05
U1704,1,B12,2024-07-22 04:40:26
U1704,2,B12,2024-07-22 04:40:26
U1704,1,B5,2024-07-22 04:50:05
U1704,1,B60,2024-07-22 04:51:02
U1704,1,B21,2024-07-22 04:51:19
U1704,1,B8,2024-07-22 04:57:25
U1704,2,B8,2024-07-22 04:57:25
U1704,1,B3,2024-07-22 04:58:39
U1704,2,B3,2024-07-22 04:58:39
U1705,1,B5,2024-07-22 04:38:37
U1705,3,B5,2024-07-22 04:38:37
U1705,1,B60,2024-07-22 04:41:15
U1705,3,B60,2024-07-22 04:41:15
U1705,1,B21,2024-07-22 04:41:36
U1705,2,B21,2024-07-22 04:41:36
U1705,1,B15,2024-07-22 04:43:12
U1705,2,B15,2024-07-22 04:43:12
U1705,1,B34,2024-07-22 04:52:03
U1705,2,B34,2024-07-22 04:52:03
U1705,1,B4,2024-07-22 05:08:29
U1705,3,B4,2024-07-22 05:08:29
U1705,1,B23,2024-07-22 05:10:24
U1705,2,B23,2024-07-22 05:10:24
U1705,1,B24,2024-07-22 05:17:49
U1705,3,B24,2024-07-22 05:17:49
U1705,1,B3,2024-07-22 05:45:34
U1705,1,B20,2024-07-22 06:26:59
U1705,2,B20,2024-07-22 06:26:59
U1705,3,B20,2024-07-22 06:26:59
U1705,1,B18,2024-07-22 06:28:38
U1705,3,B18,2024-07-22 06:28:38
U76989,1,B19,2024-07-22 05:18:05
U76989,3,B19,2024-07-22 05:18:05
U76989,1,B5,2024-07-22 05:26:22
U76989,2,B5,2024-07-22 05:26:22
U76989,1,B60,2024-07-22 05:27:27
U76989,2,B60,2024-07-22 05:27:27
U76989,1,B21,2024-07-22 05:27:43
U17861,1,B6,2024-07-22 04:16:02
U17861,1,B7,2024-07-22 04:29:51
U17861,3,B7,2024-07-22 04:29:51
U17861,1,B13,2024-07-22 04:32:25
U17861,2,B13,2024-07-22 04:32:25
U17861,1,B5,2024-07-22 04:48:43
U17861,1,B21,2024-07-22 05:05:39
U17861,1,B60,2024-07-22 05:06:38
U17861,2,B60,2024-07-22 05:06:38
U17861,1,B20,2024-07-22 05:15:02
U17861,2,B20,2024-07-22 05:15:02
U1710,1,B7,2024-07-22 04:49:52
U1710,2,B7,2024-07-22 04:49:52
U1710,3,B7,2024-07-22 04:49:52
U1710,1,B21,2024-07-22 04:52:30
U1710,2,B21,2024-07-22 04:52:30
U1710,1,B23,2024-07-22 04:56:55
U1710,2,B23,2024-07-22 04:56:55
U1710,1,B4,2024-07-22 04:58:06
U1710,1,B76,2024-07-22 05:00:28
U1710,3,B76,2024-07-22 05:00:28
U1710,1,B19,2024-07-22 05:15:39
U1710,1,B26,2024-07-22 05:16:27
U1710,1,B13,2024-07-22 05:59:17
U1710,1,B8,2024-07-22 06:03:07
U1710,2,B8,2024-07-22 06:03:07
U1710,1,B7,2024-07-22 06:06:27
U1710,1,B3,2024-07-22 06:15:23
U1710,3,B3,2024-07-22 06:15:23
U1711,1,B13,2024-07-22 04:30:38
U1711,2,B13,2024-07-22 04:30:38
U1711,1,B3,2024-07-22 04:42:07
U1711,2,B3,2024-07-22 04:42:07
U1711,1,B5,2024-07-22 04:46:02
U1711,2,B5,2024-07-22 04:46:02
U1711,1,B20,2024-07-22 04:48:35
U1711,2,B20,2024-07-22 04:48:35
U1712,1,B13,2024-07-22 04:32:30
U1712,2,B13,2024-07-22 04:32:30
U1712,1,B15,2024-07-22 04:42:20
U1712,2,B15,2024-07-22 04:42:20
U1712,3,B15,2024-07-22 04:42:20
U1712,1,B23,2024-07-22 04:55:11
U1712,2,B23,2024-07-22 04:55:11
U1712,1,B8,2024-07-22 05:55:40
U1712,2,B8,2024-07-22 05:55:40
U1712,1,B3,2024-07-22 05:56:59
U1712,2,B3,2024-07-22 05:56:59
U1712,1,B5,2024-07-22 05:59:23
U1712,1,B20,2024-07-22 06:26:33
U1712,2,B20,2024-07-22 06:26:33
U1712,3,B20,2024-07-22 06:26:33
U1712,1,B19,2024-07-22 06:29:09
U1712,1,B26,2024-07-22 06:30:31
U1712,2,B26,2024-07-22 06:30:31
U1712,1,B72,2024-07-22 07:22:43
U1712,1,B12,2024-07-22 07:23:20
U1712,1,B27,2024-07-22 07:49:55
U1712,3,B27,2024-07-22 07:49:55
U1712,1,B21,2024-07-22 07:53:59
U1712,1,B5,2024-07-22 07:55:46
U1712,2,B5,2024-07-22 07:55:46
U1712,1,B24,2024-07-22 08:12:24
U1712,3,B24,2024-07-22 08:12:24
U1712,1,B13,2024-07-22 08:26:03
U1712,1,B6,2024-07-22 08:34:20
U1712,1,B3,2024-07-22 08:34:51
U1714,1,B5,2024-07-22 05:24:09
U1714,2,B5,2024-07-22 05:24:09
U1714,1,B3,2024-07-22 05:26:58
U1714,1,B4,2024-07-22 05:35:35
U1714,2,B4,2024-07-22 05:35:35
U1714,1,B7,2024-07-22 05:58:26
U1714,3,B7,2024-07-22 05:58:26
U1714,1,B13,2024-07-22 05:59:55
U1714,1,B21,2024-07-22 08:08:51
U1714,1,B60,2024-07-22 08:11:04
U1714,3,B60,2024-07-22 08:11:04
U1714,1,B72,2024-07-22 08:37:48
U1714,2,B72,2024-07-22 08:37:48
U1714,3,B72,2024-07-22 08:37:48
U1714,1,B15,2024-07-22 08:39:48
U1714,1,B19,2024-07-22 08:56:37
U1714,2,B19,2024-07-22 08:56:37
U1714,1,B26,2024-07-22 08:57:53
U1714,2,B26,2024-07-22 08:57:53
U1714,1,B63,2024-07-22 09:24:52
U1714,2,B63,2024-07-22 09:24:52
U1714,1,B45,2024-07-22 09:36:57
U1714,3,B45,2024-07-22 09:36:57
U1714,1,B59,2024-07-22 09:38:05
